gauge,date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,month,year,total_pr_tgt,num_days_pr,total_pr_adj,total_pr_diff,num_days_pr_adj,pr_add_per_day,total_pr_readj,num_days_pr_readj,total_pr_diff_again,,
1843002,01/11/1988,0,0,11.54,4.84,13.31,24.29,10.24,12.19,0,2.89,0,0,0,0,0,0,0,0,0,0,5.58,3.72,13.4,9.31,0,0,17.03,17.03,0,0,,11,1988,145.377985,13,138.877985,6.5,13,0.5,145.37,13,0.01,,
1843002,01/12/1988,0,2.14,40.78,0,10.29,0,0,0,0,0,7.21,10.98,0.69,11.98,50.71,34.82,78.72,15.26,0,4.03,5.22,92.43,2.34,2.24,12.97,54.79,0,0,0,0,0,12,1988,437.6251701,18,428.128546,9.496624115,17,0.558624948,437.6,17,0.03,,
1843002,01/01/1991,0,0,0,2,12.89,5.21,12.04,0,7.02,24.85,7.55,41.82,16.41,16.2,5.85,26.66,26.56,86.65,3.39,0.03,0,0,11.18,0.03,2.43,0.35,18.34,9.8,14.28,6.7,0,1,1991,358.2449972,21,346.031502,12.21349523,21,0.581595011,358.24,21,0,,
1843002,01/02/1991,0,0,0,0,0,0,0,0,0.95,0,0.62,0,7.75,0,22.39,0.39,43.72,0,22.5,9.09,32.66,2.5,0,50.42,6.64,0,49.31,4.51,,,,2,1991,253.4539552,13,246.2305493,7.223405866,11,0.656673261,253.45,11,0,,
1843002,01/03/1991,1.68,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,8.37,13.64,56.12,20.44,0,0,0,0,0,0,3,1991,100.9759731,6,97.6718286,3.304144497,5,0.660828899,100.97,5,0.01,,
1843002,01/04/1991,6.04,0.8,9.34,0,0,0,0,0,0,0,0,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,,4,1991,26.55273767,5,24.05273767,2.5,4,0.625,26.55,4,0,,
1843002,01/05/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0.61,26.16,0,0,0,0,0,0,0,0,0,0,5,1991,29.46660293,3,27.87423113,1.592371796,2,0.796185898,29.47,2,0,,
1843002,01/06/1991,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1991,2.818668587,1,2.318668587,0.5,1,0.5,2.82,1,0,,
1843002,01/07/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,0,7,1991,8.282240065,1,6.319188894,1.96305117,1,1.96305117,8.28,1,0,,
1843002,01/08/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,8,1991,1.954677878,0,0.421583911,1.533093967,0,inf,0.42,0,1.53,,
1843002,01/09/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,1991,5.303632195,1,4.48219994,0.821432254,1,0.821432254,5.3,1,0,,
1843002,01/10/1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,10,1991,1.16062255,1,0.66062255,0.5,0,inf,0.66,0,0.5,,
1843002,01/11/1991,0,6.29,0,5.08,2.38,0,0,13.46,6.01,24.16,0.52,0,0.24,14.48,3.12,0.9,13.46,13.46,8.9,0,14.39,0,0,2.19,0.99,0,0,0,0,0,,11,1991,130.0211556,16,120.4042952,9.61686032,13,0.739758486,130.03,13,-0.01,,
1843002,01/12/1991,4.87,8.05,0.89,0.89,0,6.06,19.96,11.92,0.29,3.87,4.87,0,3.08,9.04,33.87,0,9.04,20.96,0,0,6.16,0,0,0,2.29,0,39.83,7.25,16.09,5.86,29.9,12,1991,245.0343383,21,233.637039,11.39729929,19,0.599857857,245.04,19,-0.01,,
1843002,01/01/1992,0.46,6.66,0,0,28.01,15.2,0,0.14,10.93,14.35,4.95,0,10.93,26.84,32.17,34.42,3.57,11.14,4.53,0,0.03,7.94,17.87,,,,,,,,,1,1992,230.1478588,15,220.4006254,9.747233308,15,0.649815554,230.14,15,0.01,,
1843002,01/02/1992,,,,,,,,,,,,,0,0,0,0.51,0.84,0,0,0,0,0,0,0,0,0,9.16,5.7,6.14,,,2,1992,22.34058662,5,19.84058662,2.5,3,0.833333333,22.35,3,-0.01,,
1843002,01/03/1992,9.78,0,2.38,17.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,3,1992,32.23931671,4,30.03655371,2.202762998,4,0.55069075,32.23,4,0.01,,
1843002,01/04/1992,0,0,0,0,0,0,3.58,11.59,0,0,0,0,0,15.7,9.29,19.01,0,0,0,0,0,3.58,0,0,0.7,0,3.68,0,0,0,,4,1992,67.13333675,8,63.13333675,4,7,0.571428571,67.13,7,0,,
1843002,01/05/1992,0,0,0,0,0,2.4,8.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1992,10.53038475,2,9.530384746,1,2,0.5,10.53,2,0,,
1843002,01/06/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0,0,0,0,0,0,0,0,0,0,,6,1992,3.852180402,1,3.070313544,0.781866859,1,0.781866859,3.85,1,0,,
1843002,01/07/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1992,0,0,0,0,0,,0,0,0,,
1843002,01/08/1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,8,1992,2.398922851,1,1.898922851,0.5,1,0.5,2.4,1,0,,
1843002,01/09/1992,0,0,0,5.75,0,18.61,5.75,0,0,0,0,0,0,0,0,10.65,0.63,0,9.36,0,0,0,0,0,0,0,2.53,0,0,0,,9,1992,53.27739614,7,49.53632195,3.741074191,6,0.623512365,53.28,6,0,,
1843002,01/10/1992,0,22.61,12.08,0,10.18,4.21,14.57,3.79,8.85,0.25,0,0,0,0,0,0,0,0,0,0,7.61,0,0,3.21,0,0,0,0,3.21,21.12,13.66,10,1992,125.3472354,12,118.5985306,6.748704832,12,0.562392069,125.35,12,0,,
1843002,01/11/1992,55.35,0,7.23,42.41,34.22,21.19,7.23,0.62,0.62,4.25,6.3,0,0,0,0,0,3.13,0,28.82,0,0,0,0,0,0,0.8,7.42,6.48,0,0,,11,1992,226.0711431,15,218.1988563,7.872286773,12,0.656023898,226.07,12,0,,
1843002,01/12/1992,4,9.17,7.38,0,0,0.69,37.18,20.89,2.01,24.06,13.73,31.91,0,0,17.71,13.14,33.4,6.98,2.01,30.22,0,0,0,0,0,9.56,4.6,0,2.61,0,0,12,1992,271.2560916,19,261.7560916,9.5,18,0.527777778,271.25,18,0.01,,
1843002,01/01/1993,0,0,19,0,4.91,2.99,0,10.25,0,0,0,0,0,0,0,0,0,0,0,48.25,18.36,42.49,12.17,2.35,0,0,0,0,0,0,0,1,1993,160.7619088,9,156.2619088,4.5,9,0.5,160.77,9,-0.01,,
1843002,01/02/1993,27.93,25.02,2.46,0,0,0,0,0,0,0,2.23,5.14,5.14,8.71,0,3.57,0,0,0,0,0,0,15.86,39.54,0,0,0,0,,,,2,1993,135.6073608,10,130.6073608,5,10,0.5,135.6,10,0.01,,
1843002,01/03/1993,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,33.81,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,3,1993,37.81529916,3,36.31529916,1.5,2,0.75,37.82,2,0,,
1843002,01/04/1993,0,0,0,46.36,0,7.79,0,21.71,3.08,15.7,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,4.08,0,0,2.28,0,,4,1993,101.7019952,8,97.70199522,4,7,0.571428571,101.7,7,0,,
1843002,01/05/1993,0,0,0,16.69,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,5,1993,19.02858998,2,17.52858998,1.5,2,0.75,19.02,2,0.01,,
1843002,01/06/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1993,0,0,0,0,0,,0,0,0,,
1843002,01/07/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1993,0,0,0,0,0,,0,0,0,,
1843002,01/08/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,0,0,8,1993,4.97554369,1,4.47554369,0.5,1,0.5,4.98,1,0,,
1843002,01/09/1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94,2.17,38.33,23.39,0.95,0,2.01,0,4.26,,9,1993,75.05443136,7,71.55443136,3.5,6,0.583333333,75.05,6,0,,
1843002,01/10/1993,0,24.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.53,4.31,31.17,2.49,0,0,0,0,10,1993,89.36793637,5,86.86793637,2.5,5,0.5,89.37,5,0,,
1843002,01/11/1993,0,0,8.93,1.68,0,13.4,0,3.54,0,0,0,0,0,0,0,0,0,15.08,6.52,7.82,0,0,0,0,0,19.55,2.61,0,0,10.42,,11,1993,89.53496897,10,84.53496897,5,10,0.5,89.55,10,-0.02,,
1843002,01/12/1993,11.15,0,0,0,0,4,0,0,13.14,33.2,4,7.58,0,3.01,0,24.66,0.69,0,4,5.19,23.27,64.59,25.85,8.97,0,0,4,0,47.11,2.81,38.37,12,1993,325.5867697,19,316.0867697,9.5,18,0.527777778,325.59,18,0,,
1843002,01/01/1994,18.84,16.49,0,21.4,16.06,31.01,3.04,2.61,0.78,1.97,24.39,6.88,9.02,0,2.4,2.18,5.81,47.66,3.89,0,0,22.25,0,27.8,16.06,0.78,0,17.98,0,0,0,1,1994,299.3203135,22,288.3203135,11,20,0.55,299.3,20,0.02,,
1843002,01/02/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49,0,0,0,0,0,0,0,0,0,0,0,0,34.63,23.46,,,,2,1994,66.57494813,3,65.07494813,1.5,3,0.5,66.58,3,-0.01,,
1843002,01/03/1994,9.02,40.04,34.16,11.45,11.66,30.31,31.33,18.35,0.92,0,0,0,10.24,1.92,40.04,0,9.43,0.51,0,32.34,8.21,0,0,0,0,0,0,60.93,0,0.72,0,3,1994,351.5910389,18,342.5910389,9,15,0.6,351.58,15,0.01,,
1843002,01/04/1994,10.22,20.84,1.8,0,0,0,0,39.28,0,0,0,0,0,0,0,1.8,4.81,0,1.6,5.61,0,0,0,0,0,0,0,0,0,0,,4,1994,85.97075064,8,81.97075064,4,8,0.5,85.96,8,0.01,,
1843002,01/05/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,2.94,0.79,0,0,0,6.63,0,0,0,0,5,1994,14.41000018,4,12.41000018,2,3,0.666666667,14.41,3,0,,
1843002,01/06/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,,6,1994,0.939556196,0,0.439556196,0.5,0,inf,0.44,0,0.5,,
1843002,01/07/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1994,0,0,0,0,0,,0,0,0,,
1843002,01/08/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1994,0,0,0,0,0,,0,0,0,,
1843002,01/09/1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,1994,0,0,0,0,0,,0,0,0,,
1843002,01/10/1994,0,0,0,0,0,0,4.58,0.16,0,0,0,0,0,0,0,0,0,0,7.23,0,0,0,0,0,0,0,4.41,0,0,9.05,2.75,10,1994,28.18654765,5,25.18654765,3,5,0.6,28.18,5,0.01,,
1843002,01/11/1994,0,0,0,0,0,0,0,0,0,0,20.37,0,0.8,0,0,0,0,0,0,0,41.77,0,0,0,9.39,3.8,0,0,0,0,,11,1994,76.13264513,5,73.07421497,3.05843016,4,0.76460754,76.13,4,0,,
1843002,01/12/1994,0.69,0,0,0,7.84,0,0,0,0,0,0,0,0,0,3.07,12.21,3.67,7.44,5.45,19.76,16.58,9.23,13.8,7.44,0,0.29,0,0,0,0,0,12,1994,107.4694585,12,100.9694585,6.5,11,0.590909091,107.47,11,0,,
1843002,01/01/1995,0,0.78,9.18,22.42,39.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0.99,0.35,23.7,5.55,0,0,3.63,1,1995,111.8715009,9,106.8715009,5,7,0.714285714,111.86,7,0.01,,
1843002,01/02/1995,12.58,0,4.76,0.17,0,0,0,4.98,37.37,9.23,22.63,7.21,6.77,0,4.98,0,0,17.49,11.12,0,0,0,0,0,0,0,0,0,,,,2,1995,139.2935576,11,133.0701517,6.223405866,11,0.56576417,139.29,11,0,,
1843002,01/03/1995,0,0,0,0,0,0,0.51,0,0,0,0,0,15.47,0,6.75,42.84,2.49,0,0,0,0,0,3.6,8.17,22.46,37.57,0,0,0,0,5.23,3,1995,145.0769252,10,140.0769252,5,9,0.555555556,145.09,9,-0.01,,
1843002,01/04/1995,11.14,0,3.13,6.53,0,0,0,0,0,0,0,0,9.94,0,0,0,0,0,0,0,0,0,24.97,0,0,0,0,0,0,0,,4,1995,55.7106496,5,52.60945554,3.10119406,5,0.620238812,55.71,5,0,,
1843002,01/05/1995,0,0,0,0,0,0,0,4.62,0,0,0,17.74,0,0,0,0,0,0,6.47,0,0,0,0,0,0,2.77,0,0,0,0,0,5,1995,31.59115424,4,29.59115424,2,4,0.5,31.6,4,-0.01,,
1843002,01/06/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1995,0,0,0,0,0,,0,0,0,,
1843002,01/07/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1995,0,0,0,0,0,,0,0,0,,
1843002,01/08/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1995,0,0,0,0,0,,0,0,0,,
1843002,01/09/1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,2.73,0,0,0,0,0,0,0,0,0,,9,1995,6.267928957,2,4.946496703,1.321432254,2,0.660716127,6.27,2,0,,
1843002,01/10/1995,0,0,0,0,0,0,35.07,0,2.16,0.41,1.91,0,0,0,0,0,0,0,0,0,8.7,14.51,5.22,0,0,0,0,0,0,21.64,29.93,10,1995,119.5441227,8,114.8783195,4.665803221,8,0.583225403,119.55,8,-0.01,,
1843002,01/11/1995,4.08,17.11,34.79,7.06,0,0,0,0,0,0,0,0,0,19.71,0,0.62,13.76,7.61,0.24,0,0,0,0,0.99,19.16,0,0,6.13,7.99,0,,11,1995,139.2352532,12,132.5491098,6.686143387,10,0.668614339,139.25,10,-0.01,,
1843002,01/12/1995,0,4.45,9.02,8.22,17.16,0,0.29,20.74,0,0,0,0.49,24.91,20.14,14.58,5.24,42.39,29.88,4.05,0,0,18.16,2.66,8.62,34.05,0,0,37.82,32.46,13.99,3.26,12,1995,352.6031216,20,341.0071727,11.59594894,20,0.579797447,352.58,20,0.02,,
1843002,01/01/1996,11.1,4.38,0,0,0,0,0,0,0,4.8,17.19,2.24,0,0,0,0,0,0,6.4,5.76,0,0,0,0,0,0,0,0,0,0,0,1,1996,51.87934107,7,48.37934107,3.5,7,0.5,51.87,7,0.01,,
1843002,01/02/1996,4.57,6.25,0,0.95,4.69,0.84,2.79,12.17,0,0,0,4.91,0,0,0,2.9,0,0,0,0,0.95,0,5.24,0,8.93,15.07,0,0,0,,,2,1996,70.26114492,13,63.09092732,7.170217599,10,0.71702176,70.26,10,0,,
1843002,01/03/1996,0,0.72,17.38,4.51,0,11.5,0.51,0,0,24.68,9.17,61.08,60.37,3.19,0,0,0,0,0,0,0,0,4.81,0.21,2.89,0,0,0,0,0,0,3,1996,201.0395127,12,194.5395127,6.5,10,0.65,201.02,10,0.02,,
1843002,01/04/1996,0,0,0,0,0,0,0,0,0,0,0,0,42.05,0.2,0,0,0,5.68,23.61,0,0,0,0,0,0,0,0,0,0,0,,4,1996,71.54209319,3,69.54209319,2,3,0.666666667,71.54,3,0,,
1843002,01/05/1996,0,0,0,0,0,0,0,0,0,0,0,3.69,0,0,0,0,0.33,0,0.52,0,0,2.58,3.78,0,0,0,0,0,0,0,0,5,1996,10.89987193,4,8.030384746,2.869487184,3,0.956495728,10.9,3,0,,
1843002,01/06/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1996,0,0,0,0,0,,0,0,0,,
1843002,01/07/1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1996,0,0,0,0,0,,0,0,0,,
1843002,01/08/1996,0,0,0,0,0,0,0,0,0,0,0,5.21,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1996,6.041731624,2,4.864033635,1.177697989,1,1.177697989,6.04,1,0,,
1843002,01/09/1996,0,3.15,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.46,3.23,0,0,0,0,0,0,0,0,0,0,0,,9,1996,7.714374101,3,5.392941847,2.321432254,2,1.160716127,7.71,2,0,,
1843002,01/10/1996,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,18.54,0,0,0,0,0,0,0,0,0,0,0,3.12,2.95,0.08,11.32,10,1996,38.05183932,5,34.8860361,3.165803221,5,0.633160644,38.05,5,0,,
1843002,01/11/1996,2.55,16.04,8.69,7.11,4.22,0,0,0,0,0,0,0,0,0,20.97,16.51,30.47,66.02,0,84.54,17.07,13.16,46.2,43.78,13.44,0.34,0,0,0,0,,11,1996,391.0872553,15,383.0872553,8,15,0.533333333,391.11,15,-0.02,,
1843002,01/12/1996,0.39,0.39,0,2.01,2.21,0,0,0.59,37.47,7.47,0.79,4.09,16.81,0,0,0,0,0,0,13.13,12.14,0.2,8.96,9.46,6.18,1.81,0.99,4.29,0,13.13,31.81,12,1996,174.3150643,18,163.5170899,10.79797447,15,0.719864965,174.32,15,0,,
1843002,01/01/1997,8.26,1.96,30.79,20.32,17.12,16.59,2.28,0,0,0,0,0,31.21,1.96,0,0,14.45,4.21,52.14,0,0,5.49,0,0,0,2.18,0,4.31,0,0,0,1,1997,213.2817355,15,205.1412498,8.140485692,15,0.542699046,213.27,15,0.01,,
1843002,01/02/1997,0,0,3.14,0,1.69,0,0,0,0,0,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82,6.83,6.61,3.7,,,,2,1997,31.61193007,7,27.2183066,4.393623465,7,0.627660495,31.61,7,0,,
1843002,01/03/1997,81.66,18,26.11,4.01,1.78,2.59,0,0,0,0,0,0,0.21,2.28,0.11,17.59,17.59,20.33,0,9.28,0,0,0,0,0,0,0,0.51,0.51,0,0,3,1997,202.5602352,13,194.2491832,8.311051993,11,0.755550181,202.56,11,0,,
1843002,01/04/1997,42.5,0,0,0,0.1,14.74,0,3.42,0,0,0,0,0,0,0,0,0,0,3.02,0,21.45,24.26,9.53,0.5,0,0,0,42.9,0.2,4.42,,4,1997,167.0317498,10,160.6309538,6.40079604,9,0.71119956,167.04,9,-0.01,,
1843002,01/05/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,7.68,0,0,0,0,0.52,0,0,0,0.42,0,0,0,0,4.44,0,5,1997,13.67102581,4,11.17102581,2.5,2,1.25,13.67,2,0,,
1843002,01/06/1997,0,0,0,0,0,22.08,0,0,1.6,0,0,0,0,0,5.07,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1997,32.22677751,4,30.22677751,2,4,0.5,32.23,4,0,,
1843002,01/07/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1997,0,0,0,0,0,,0,0,0,,
1843002,01/08/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1997,0,0,0,0,0,,0,0,0,,
1843002,01/09/1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.54,4.61,0,13.45,23.73,0.14,0,0.22,0,0,0,0,0,0,,9,1997,48.69698651,4,45.61662845,3.080358064,4,0.770089516,48.69,4,0.01,,
1843002,01/10/1997,0,5.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.13,0,0,0,18.49,7.54,0,0,6.47,4.73,0,0,0,0,10,1997,49.65806483,6,46.16065516,3.497409664,6,0.582901611,49.67,6,-0.01,,
1843002,01/11/1997,0,0,0,0,0,0,0,6.83,0,2.46,0,0.8,0,3.11,13.44,0,0,0,0,2,8.51,0,0,0,0,19.21,0,9.35,16.98,9.07,,11,1997,91.76868961,11,85.43104437,6.33764524,10,0.633764524,91.76,10,0.01,,
1843002,01/12/1997,68.17,45.23,52.28,10.36,0,0,0,28.44,5.1,11.36,6.69,27.84,0.79,57.44,2.22,19.4,29.04,14.34,5.3,0,0.69,0,0,0,0,0,0,0,0.1,0.99,0,12,1997,385.7776125,18,376.2776125,9.5,15,0.633333333,385.78,15,0,,
1843002,01/01/1998,0,0,0,0,0.67,0,11,0,25.62,14.95,18.04,0.35,2.78,0,0,0,25.73,4.06,0.78,52.31,0.25,0.67,0,0,0.25,3.63,3.84,0,0,0,0,1,1998,164.9250658,13,156.7115705,8.213495231,10,0.821349523,164.93,10,0,,
1843002,01/02/1998,0,0,0,0,0,0.39,0,0.17,5.42,0,0.95,36.14,4.64,0,0,0,28.1,19.72,12.46,12.01,31.56,0,2.52,57.14,0,0,0,0,,,,2,1998,211.2302465,11,204.5068406,6.723405866,10,0.672340587,211.22,10,0.01,,
1843002,01/03/1998,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,35.58,11.35,0,0.11,9.53,0,0,0,0,3,1998,66.7090264,5,63.7090264,3,5,0.6,66.7,5,0.01,,
1843002,01/04/1998,0,0,0,0.1,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,6.91,0,0,0,0,0,0,0.5,0,0,0,,4,1998,13.52686636,3,11.52686636,2,2,1,13.52,2,0.01,,
1843002,01/05/1998,0,0,0,0,4.73,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.13,0,13.14,5,1998,44.24609029,4,41.78423131,2.46185898,4,0.615464745,44.24,4,0.01,,
1843002,01/06/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1998,2.818668587,0,0.157689337,2.66097925,0,inf,0.16,0,2.66,,
1843002,01/07/1998,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1998,3.274373979,0,0.174135819,3.10023816,0,inf,0.17,0,3.1,,
1843002,01/08/1998,0,0,0,0,0,0,0,0,16.57,3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1998,20.43526873,2,18.81332577,1.621942961,2,0.810971481,20.43,2,0.01,,
1843002,01/09/1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,1998,0,0,0,0,0,,0,0,0,,
1843002,01/10/1998,0,0,0,0,0,0,0,8.41,0,0,5.01,0,7.66,0,0,0,0,32.03,0.58,0,0.08,0,0,0,0,0,0,0,0.49,0,14.05,10,1998,68.31092724,6,63.56481274,4.746114497,5,0.949222899,68.31,5,0,,
1843002,01/11/1998,5.26,11.03,2.56,17.36,0,0,0,0,0,0,0,0.71,0,14.1,5.17,19.78,0,0,16.06,4.7,0,7.31,18.01,0,0.15,0,25.55,10.57,3.03,11.5,,11,1998,172.8341345,16,163.2172742,9.61686032,15,0.641124021,172.85,15,-0.02,,
1843002,01/12/1998,16.23,20.6,10.47,9.98,20.01,15.74,11.86,8.39,0,16.53,0,0,0,0,27.56,20.7,6.3,0.29,1.73,0.49,5.01,15.04,7.79,20.11,18.22,22.19,5.01,0,22.49,13.35,20.9,12,1998,337.0091244,23,324.5091244,12.5,23,0.543478261,336.99,23,0.02,,
1843002,01/01/1999,12.48,13.76,16.43,0.89,0,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,8.53,20.81,2.87,0,1,1999,87.10605415,8,82.17906369,4.926990462,7,0.70385578,87.11,7,0,,
1843002,01/02/1999,0,0,0,0,0,0,0,0,0,0,0,5.14,6.48,0,0,0,0,0,0,0,0,0,20.44,6.7,11.84,21.56,21.67,6.81,,,,2,1999,100.6443427,8,96.64434272,4,8,0.5,100.64,8,0,,
1843002,01/03/1999,16.01,72.38,16.72,23.61,0,0.82,2.63,23.51,0,7.09,6.88,15.1,9.82,0.41,0,0,0,0,0,0,0,0,0,0,0,33.65,0,0,2.93,0,0,3,1999,231.5553439,13,224.4539624,7.101381499,12,0.591781792,231.56,12,0,,
1843002,01/04/1999,0,0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,4.73,0,4.23,1.93,0,0,0,0,0,0,0,0,0,0,,4,1999,19.939603,4,17.439603,2.5,4,0.625,19.93,4,0.01,,
1843002,01/05/1999,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1999,3.233012861,1,1.901666697,1.331346164,1,1.331346164,3.23,1,0,,
1843002,01/06/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,1999,0.845600576,0,0.345600576,0.5,0,inf,0.35,0,0.5,,
1843002,01/07/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,1999,0.288915351,0,0,0.288915351,0,inf,0,0,0.29,,
1843002,01/08/1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1999,0,0,0,0,0,,0,0,0,,
1843002,01/09/1999,0,0,0,0,0,0,0,0,0,0,0,0,10.29,2.01,0,3.62,0,0,0,0,0,4.18,0,0,0,0,0,0,0,0,,9,1999,20.08951589,4,18.08951589,2,4,0.5,20.1,4,-0.01,,
1843002,01/10/1999,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,16.49,2.06,14.58,20.47,0,0,0,0,15.57,1.65,4.3,0,0,10,1999,75.52336737,7,71.52336737,4,7,0.571428571,75.53,7,-0.01,,
1843002,01/11/1999,0,0,0,0,19.64,33.6,22.71,0,14.43,31.37,0,6.05,4.1,0,0,0,0,13.22,3.16,39.18,22.62,0,0,0,0,62.54,10.05,0,0,0,,11,1999,282.6587326,13,276.1587326,6.5,13,0.5,282.67,13,-0.01,,
